customer_id,recency,frequency,monetary,cluster,segment
HH-150103,62,8,1339,0,Loyal Customers
HH-150104,73,2,119,2,At-Risk
HH-50101,464,1,553,1,At-Risk
HH-50102,197,2,173,2,At-Risk
HJ-148751,37,13,6121,3,Champions
HJ-148752,6,10,1070,0,Loyal Customers
HJ-148753,541,4,163,1,At-Risk
HJ-148754,127,5,328,2,At-Risk
HJ-48751,311,2,64,2,At-Risk
HJ-48752,385,4,496,2,At-Risk
HK-148901,126,5,1896,0,Loyal Customers
HK-148902,127,8,2766,0,Loyal Customers
HK-148903,44,6,561,0,Loyal Customers
HK-148904,152,8,1708,0,Loyal Customers
HK-48901,171,2,301,2,At-Risk
HK-48902,609,1,336,1,At-Risk
HK-48903,57,3,924,2,At-Risk
HL-150401,31,6,1729,0,Loyal Customers
HL-150402,204,4,830,2,At-Risk
HL-150403,37,4,234,2,At-Risk
HL-150404,44,6,11022,3,Champions
HL-50401,687,2,127,1,At-Risk
HL-50402,189,2,20,2,At-Risk
HM-148601,10,11,3175,3,Champions
HM-148602,2,11,1543,0,Loyal Customers
HM-148603,142,5,2600,0,Loyal Customers
HM-148604,3,10,2309,0,Loyal Customers
HM-149801,59,10,2976,3,Champions
HM-149802,41,9,1245,0,Loyal Customers
HM-149803,26,6,1202,0,Loyal Customers
HM-149804,248,4,670,2,At-Risk
HM-48601,240,2,259,2,At-Risk
HM-48602,35,2,187,2,At-Risk
HM-49801,524,2,4062,3,Champions
HM-49802,465,3,298,2,At-Risk
HP-148151,272,4,129,2,At-Risk
HP-148152,562,5,1026,1,At-Risk
HP-148153,103,8,1872,0,Loyal Customers
HP-148154,31,7,1824,0,Loyal Customers
HP-48151,233,2,563,2,At-Risk
HP-48152,64,3,552,2,At-Risk
HR-147701,100,4,3195,0,Loyal Customers
HR-147702,80,5,2337,0,Loyal Customers
HR-147703,42,4,654,2,At-Risk
HR-147704,14,5,724,2,At-Risk
HR-148301,479,6,1916,0,Loyal Customers
HR-148302,52,4,427,2,At-Risk
HR-148303,392,4,530,2,At-Risk
HR-148304,160,7,3828,3,Champions
HR-47701,289,3,450,2,At-Risk
HR-47702,294,1,97,2,At-Risk
HR-47703,188,4,634,2,At-Risk
HR-48301,149,1,17,2,At-Risk
HR-48302,348,2,55,2,At-Risk
HW-149351,70,10,2339,0,Loyal Customers
HW-149352,35,6,889,0,Loyal Customers
HW-149353,80,4,122,2,At-Risk
HW-149354,118,8,5397,3,Champions
HW-49351,57,2,302,2,At-Risk
HW-49352,125,5,468,2,At-Risk
HZ-149501,51,9,2529,0,Loyal Customers
HZ-149502,37,6,728,0,Loyal Customers
HZ-149503,489,2,460,1,At-Risk
HZ-149504,36,5,875,2,At-Risk
HZ-49501,598,3,2525,1,At-Risk
HZ-49502,209,3,89,2,At-Risk
IG-150851,14,7,1327,0,Loyal Customers
IG-150852,107,8,735,0,Loyal Customers
IG-150853,64,6,1789,0,Loyal Customers
IG-150854,72,4,557,2,At-Risk
IG-50851,2,6,376,2,At-Risk
IG-50852,35,6,1471,0,Loyal Customers
IL-151001,147,4,901,2,At-Risk
IL-151002,117,6,1022,0,Loyal Customers
IL-151003,223,8,2657,0,Loyal Customers
IL-151004,143,7,576,0,Loyal Customers
IL-51001,164,3,116,2,At-Risk
IL-51002,602,4,284,1,At-Risk
IM-150551,512,2,66,1,At-Risk
IM-150552,16,7,920,0,Loyal Customers
IM-150553,260,3,124,2,At-Risk
IM-150554,410,3,72,2,At-Risk
IM-150701,213,5,1416,2,At-Risk
IM-150702,41,9,2337,0,Loyal Customers
IM-150703,266,6,950,2,At-Risk
IM-150704,391,7,2127,0,Loyal Customers
IM-50551,373,3,530,2,At-Risk
IM-50552,20,4,408,2,At-Risk
IM-50701,234,1,168,2,At-Risk
IM-50702,51,6,789,0,Loyal Customers
JA-159701,1,4,2796,0,Loyal Customers
JA-159702,163,8,2253,0,Loyal Customers
JA-159703,40,5,712,2,At-Risk
JA-159704,93,8,269,0,Loyal Customers
JA-59701,1,3,73,2,At-Risk
JA-59702,19,4,91,2,At-Risk
JB-154001,385,3,432,2,At-Risk
JB-154002,44,13,5396,3,Champions
JB-154003,93,8,1676,0,Loyal Customers
JB-154004,8,10,1397,0,Loyal Customers
JB-159251,10,8,1454,0,Loyal Customers
JB-159252,581,3,210,1,At-Risk
JB-159253,30,5,791,2,At-Risk
JB-159254,738,3,752,1,At-Risk
JB-160001,185,7,4363,3,Champions
JB-160002,97,10,6280,3,Champions
JB-160003,2,8,718,0,Loyal Customers
JB-160004,44,7,644,0,Loyal Customers
JB-160451,41,6,4664,3,Champions
JB-160452,694,6,2039,1,At-Risk
JB-160453,1,7,1108,0,Loyal Customers
JB-160454,8,5,791,2,At-Risk
JB-54001,232,3,1247,2,At-Risk
JB-54002,83,4,480,2,At-Risk
JB-59251,23,3,305,2,At-Risk
JB-59252,297,5,469,2,At-Risk
JB-60001,218,4,300,2,At-Risk
JB-60002,175,3,169,2,At-Risk
JB-60451,205,4,1063,2,At-Risk
JB-60452,29,6,1153,0,Loyal Customers
JC-153401,46,9,5893,3,Champions
JC-153402,35,11,5164,3,Champions
JC-153403,374,5,283,2,At-Risk
JC-153404,115,4,72,2,At-Risk
JC-153851,85,5,827,2,At-Risk
JC-153852,55,8,5294,3,Champions
JC-153853,9,11,1564,0,Loyal Customers
JC-153854,176,1,786,2,At-Risk
JC-157751,8,6,3414,3,Champions
JC-157752,2,8,1074,0,Loyal Customers
JC-157753,451,2,495,2,At-Risk
JC-157754,159,9,2032,0,Loyal Customers
JC-161051,156,6,1819,0,Loyal Customers
JC-161052,104,10,1801,0,Loyal Customers
JC-161053,85,7,1628,0,Loyal Customers
JC-161054,58,5,435,2,At-Risk
JC-53401,143,5,418,2,At-Risk
JC-53402,772,1,62,1,At-Risk
JC-53851,52,5,315,2,At-Risk
JC-53852,16,4,1611,2,At-Risk
JC-57751,14,3,21,2,At-Risk
JC-57752,65,2,128,2,At-Risk
JC-61051,317,1,61,2,At-Risk
JC-61052,103,5,2617,0,Loyal Customers
JD-157901,329,8,2675,0,Loyal Customers
JD-157902,625,3,498,1,At-Risk
JD-157903,16,8,2290,0,Loyal Customers
JD-157904,118,5,2123,0,Loyal Customers
JD-158951,82,7,929,0,Loyal Customers
JD-158952,7,5,1374,0,Loyal Customers
JD-158953,27,9,2153,0,Loyal Customers
JD-158954,395,11,4152,3,Champions
JD-160151,49,5,2087,0,Loyal Customers
JD-160152,57,6,521,2,At-Risk
JD-160153,213,7,755,0,Loyal Customers
JD-160154,113,6,267,2,At-Risk
JD-160601,223,2,283,2,At-Risk
JD-160602,70,7,2701,0,Loyal Customers
JD-160603,66,7,915,0,Loyal Customers
JD-160604,301,3,339,2,At-Risk
JD-161501,1,4,1700,2,At-Risk
JD-161502,485,6,1354,2,At-Risk
JD-161503,199,10,2870,3,Champions
JD-161504,42,8,5124,3,Champions
JD-57901,698,2,679,1,At-Risk
JD-57902,300,3,89,2,At-Risk
JD-58951,204,3,179,2,At-Risk
JD-58952,73,1,117,2,At-Risk
JD-58953,3,2,98,2,At-Risk
JD-60151,205,3,765,2,At-Risk
JD-60152,43,5,481,2,At-Risk
JD-60601,141,6,2590,0,Loyal Customers
JD-60602,198,3,44,2,At-Risk
JD-61501,467,1,968,1,At-Risk
JD-61502,22,5,748,2,At-Risk
JE-154751,201,5,2873,0,Loyal Customers
JE-154752,36,6,707,0,Loyal Customers
JE-154753,37,5,371,2,At-Risk
JE-154754,194,6,1168,0,Loyal Customers
JE-156101,97,11,1641,0,Loyal Customers
JE-156102,373,3,240,2,At-Risk
JE-156103,43,5,540,2,At-Risk
JE-156104,49,7,883,0,Loyal Customers
JE-157151,10,12,1973,0,Loyal Customers
JE-157152,55,10,1154,0,Loyal Customers
JE-157153,50,4,542,2,At-Risk
JE-157154,47,10,5038,3,Champions
JE-157451,190,7,2291,0,Loyal Customers
JE-157452,33,7,2271,0,Loyal Customers
JE-157453,68,8,1006,0,Loyal Customers
JE-157454,52,13,5434,3,Champions
JE-161651,160,7,1921,0,Loyal Customers
JE-161652,384,6,1051,2,At-Risk
JE-161653,42,4,393,2,At-Risk
JE-161654,21,3,191,2,At-Risk
JE-54751,194,3,85,2,At-Risk
JE-54752,28,5,605,2,At-Risk
JE-56101,176,4,399,2,At-Risk
JE-56102,195,2,145,2,At-Risk
JE-57151,87,4,107,2,At-Risk
JE-57152,229,3,48,2,At-Risk
JE-57451,826,1,53,1,At-Risk
JE-57452,195,6,249,2,At-Risk
JE-61651,37,6,1281,0,Loyal Customers
JE-61652,483,2,113,1,At-Risk
JF-151901,7,10,2936,3,Champions
JF-151902,610,7,1299,1,At-Risk
JF-151903,148,4,775,2,At-Risk
JF-151904,66,7,699,0,Loyal Customers
JF-152951,108,4,793,2,At-Risk
JF-152952,57,8,4381,3,Champions
JF-152953,92,7,1405,0,Loyal Customers
JF-152954,226,5,165,2,At-Risk
JF-153551,35,4,291,2,At-Risk
JF-153552,14,8,1869,0,Loyal Customers
JF-153553,170,4,999,2,At-Risk
JF-153554,106,6,277,2,At-Risk
JF-154151,206,5,502,2,At-Risk
JF-154152,28,6,3157,3,Champions
JF-154153,104,6,383,2,At-Risk
JF-154154,3,6,262,2,At-Risk
JF-154901,13,8,1323,0,Loyal Customers
JF-154902,5,5,2175,0,Loyal Customers
JF-154903,66,6,663,0,Loyal Customers
JF-154904,122,11,547,0,Loyal Customers
JF-155651,6,5,3150,0,Loyal Customers
JF-155652,106,12,5609,3,Champions
JF-155653,2,4,170,2,At-Risk
JF-155654,55,8,1117,0,Loyal Customers
JF-51901,150,2,128,2,At-Risk
JF-51902,328,6,2718,0,Loyal Customers
JF-52951,64,3,354,2,At-Risk
JF-52952,513,1,90,1,At-Risk
JF-52953,110,4,1239,2,At-Risk
JF-53551,133,4,318,2,At-Risk
JF-53552,97,5,1784,0,Loyal Customers
JF-54151,38,6,2831,0,Loyal Customers
JF-54152,76,5,1758,0,Loyal Customers
JF-54901,100,3,709,2,At-Risk
JF-54902,115,4,116,2,At-Risk
JF-55651,421,3,156,2,At-Risk
JF-55652,453,3,312,2,At-Risk
JG-151151,69,4,570,2,At-Risk
JG-151152,418,5,1495,2,At-Risk
JG-151153,421,7,1657,0,Loyal Customers
JG-151154,759,3,1919,1,At-Risk
JG-151601,31,8,1034,0,Loyal Customers
JG-151602,30,5,375,2,At-Risk
JG-151603,114,8,516,0,Loyal Customers
JG-151604,2,11,4286,3,Champions
JG-153101,20,8,2139,0,Loyal Customers
JG-153102,80,5,1840,0,Loyal Customers
JG-153103,261,5,347,2,At-Risk
JG-153104,3,6,1792,0,Loyal Customers
JG-158051,43,12,2698,0,Loyal Customers
JG-158052,1,15,2974,3,Champions
JG-158053,6,4,1095,2,At-Risk
JG-158054,224,6,233,2,At-Risk
JG-51151,499,5,669,2,At-Risk
JG-51152,6,4,365,2,At-Risk
JG-51601,17,6,804,0,Loyal Customers
JG-51602,650,2,315,1,At-Risk
JG-53101,44,5,570,2,At-Risk
JG-58051,930,1,81,1,At-Risk
JG-58052,134,2,71,2,At-Risk
JH-154301,7,10,1745,0,Loyal Customers
JH-154302,58,5,227,2,At-Risk
JH-154303,42,12,5032,3,Champions
JH-154304,6,4,237,2,At-Risk
JH-158201,42,9,2253,0,Loyal Customers
JH-158202,111,9,4082,3,Champions
JH-158203,14,7,5083,3,Champions
JH-158204,175,6,443,2,At-Risk
JH-159101,43,12,4969,3,Champions
JH-159102,49,8,1135,0,Loyal Customers
JH-159103,43,5,742,2,At-Risk
JH-159104,42,7,527,0,Loyal Customers
JH-159851,16,11,2232,0,Loyal Customers
JH-159852,12,6,2399,0,Loyal Customers
JH-159853,506,15,2149,0,Loyal Customers
JH-159854,30,6,6536,3,Champions
JH-161801,51,10,2153,0,Loyal Customers
JH-161802,262,12,3478,3,Champions
JH-161803,70,5,2840,0,Loyal Customers
JH-161804,405,4,1488,2,At-Risk
JH-54301,8,7,412,0,Loyal Customers
JH-54302,1186,1,28,1,At-Risk
JH-54303,632,1,55,1,At-Risk
JH-58201,43,3,68,2,At-Risk
JH-58202,69,4,306,2,At-Risk
JH-59101,41,4,160,2,At-Risk
JH-59102,990,1,125,1,At-Risk
JH-59103,157,3,967,2,At-Risk
JH-59851,53,5,970,2,At-Risk
JH-59852,153,2,43,2,At-Risk
JH-61801,58,5,1189,2,At-Risk
JH-61802,114,1,17,2,At-Risk
JH-61803,28,3,3194,0,Loyal Customers
JJ-154451,350,6,1494,0,Loyal Customers
JJ-154452,97,5,1935,0,Loyal Customers
JJ-154453,34,3,1639,2,At-Risk
JJ-154454,484,5,402,2,At-Risk
JJ-157601,50,8,1133,0,Loyal Customers
JJ-157602,3,13,3895,3,Champions
JJ-157603,401,5,534,2,At-Risk
JJ-157604,754,2,149,1,At-Risk
JJ-54451,200,2,1952,2,At-Risk
JJ-54452,20,4,396,2,At-Risk
JJ-57601,450,3,48,2,At-Risk
JJ-57602,269,3,205,2,At-Risk
JK-152051,420,5,975,2,At-Risk
JK-152052,171,6,717,2,At-Risk
JK-152053,71,8,2227,0,Loyal Customers
JK-152054,62,5,2091,0,Loyal Customers
JK-153251,78,13,2274,0,Loyal Customers
JK-153252,191,5,2022,0,Loyal Customers
JK-153253,468,7,1689,0,Loyal Customers
JK-153254,288,3,382,2,At-Risk
JK-153701,22,5,958,2,At-Risk
JK-153702,2,8,1391,0,Loyal Customers
JK-153703,121,6,989,0,Loyal Customers
JK-153704,45,8,1750,0,Loyal Customers
JK-156251,2,7,1937,0,Loyal Customers
JK-156252,319,4,480,2,At-Risk
JK-156253,75,9,2132,0,Loyal Customers
JK-156254,62,7,1336,0,Loyal Customers
JK-156401,233,3,301,2,At-Risk
JK-156402,1,5,1071,2,At-Risk
JK-156403,18,9,2262,0,Loyal Customers
JK-156404,181,9,671,0,Loyal Customers
JK-157301,49,8,5986,3,Champions
JK-157302,210,7,766,0,Loyal Customers
JK-157303,202,9,986,0,Loyal Customers
JK-157304,85,10,3186,3,Champions
JK-160901,50,10,6290,3,Champions
JK-160902,9,11,1954,0,Loyal Customers
JK-160903,23,9,1706,0,Loyal Customers
JK-160904,29,3,2719,2,At-Risk
JK-161201,166,6,4864,3,Champions
JK-161202,98,5,894,2,At-Risk
JK-161203,111,5,1799,0,Loyal Customers
JK-161204,118,10,2656,0,Loyal Customers
JK-52051,1198,1,621,1,At-Risk
JK-52052,592,4,444,1,At-Risk
JK-53251,461,3,169,2,At-Risk
JK-53701,145,4,1695,2,At-Risk
JK-53702,345,2,269,2,At-Risk
JK-56251,351,6,507,2,At-Risk
JK-56252,317,1,28,2,At-Risk
JK-56253,1231,1,11,1,At-Risk
JK-56401,895,1,54,1,At-Risk
JK-56402,174,3,236,2,At-Risk
JK-57301,484,3,76,1,At-Risk
JK-57302,842,3,708,1,At-Risk
JK-60901,13,3,778,2,At-Risk
JK-60902,1159,1,116,1,At-Risk
JK-60903,1233,1,11,1,At-Risk
JK-61201,643,3,256,1,At-Risk
JK-61202,141,1,46,2,At-Risk
JK-61203,194,2,900,2,At-Risk
JL-151301,475,4,684,2,At-Risk
JL-151302,22,8,3244,3,Champions
JL-151303,158,10,882,0,Loyal Customers
JL-151304,9,6,1002,0,Loyal Customers
JL-151751,170,6,3270,3,Champions
JL-151752,188,6,1590,0,Loyal Customers
JL-151753,42,10,311,0,Loyal Customers
JL-151754,7,5,1506,0,Loyal Customers
JL-152351,48,7,1685,0,Loyal Customers
JL-152352,14,7,2924,0,Loyal Customers
JL-152353,108,5,2457,0,Loyal Customers
JL-152354,120,5,1053,2,At-Risk
JL-155051,132,5,534,2,At-Risk
JL-155052,31,5,433,2,At-Risk
JL-155053,387,6,291,2,At-Risk
JL-155054,50,6,1631,0,Loyal Customers
JL-158351,62,8,969,0,Loyal Customers
JL-158352,386,5,1027,2,At-Risk
JL-158353,192,6,2222,0,Loyal Customers
JL-158354,22,11,5259,3,Champions
JL-158501,841,4,1091,1,At-Risk
JL-158502,140,6,894,0,Loyal Customers
JL-158503,45,6,1238,0,Loyal Customers
JL-158504,615,6,871,1,At-Risk
JL-51301,289,4,997,2,At-Risk
JL-51302,943,1,27,1,At-Risk
JL-51303,198,7,377,0,Loyal Customers
JL-51751,125,1,55,2,At-Risk
JL-51752,128,4,274,2,At-Risk
JL-52351,772,1,13,1,At-Risk
JL-52352,2,3,204,2,At-Risk
JL-55051,687,1,202,1,At-Risk
JL-55052,342,2,1758,2,At-Risk
JL-58351,55,4,731,2,At-Risk
JL-58352,708,3,489,1,At-Risk
JL-58501,698,2,139,1,At-Risk
JL-58502,787,2,371,1,At-Risk
JM-152501,36,8,1808,0,Loyal Customers
JM-152502,42,4,3174,0,Loyal Customers
JM-152503,73,6,475,2,At-Risk
JM-152504,38,6,1732,0,Loyal Customers
JM-152651,54,11,4497,3,Champions
JM-152652,385,6,847,2,At-Risk
JM-152653,183,7,1136,0,Loyal Customers
JM-152654,38,5,413,2,At-Risk
JM-155351,24,7,647,0,Loyal Customers
JM-155352,15,5,261,2,At-Risk
JM-155353,906,1,35,1,At-Risk
JM-155354,103,7,1555,0,Loyal Customers
JM-155801,416,8,1773,0,Loyal Customers
JM-155802,133,5,1805,0,Loyal Customers
JM-155803,120,6,3087,0,Loyal Customers
JM-155804,1,5,164,2,At-Risk
JM-156551,216,10,1023,0,Loyal Customers
JM-156552,159,8,3421,3,Champions
JM-156553,48,11,1249,0,Loyal Customers
JM-156554,9,5,227,2,At-Risk
JM-158651,69,6,2612,0,Loyal Customers
JM-158652,192,11,1166,0,Loyal Customers
JM-158653,183,5,738,2,At-Risk
JM-158654,110,7,5085,3,Champions
JM-161951,203,8,883,0,Loyal Customers
JM-161952,436,4,336,2,At-Risk
JM-161953,294,3,1151,2,At-Risk
JM-161954,58,10,1121,0,Loyal Customers
JM-52501,7,3,800,2,At-Risk
JM-52502,135,2,196,2,At-Risk
JM-52651,258,3,397,2,At-Risk
JM-52652,121,1,424,2,At-Risk
JM-55351,244,2,63,2,At-Risk
JM-55352,640,3,536,1,At-Risk
JM-55801,50,3,708,2,At-Risk
JM-55802,70,2,165,2,At-Risk
JM-56551,123,6,1736,0,Loyal Customers
JM-56552,513,1,254,1,At-Risk
JM-56553,464,1,102,1,At-Risk
JM-58651,71,4,508,2,At-Risk
JM-58652,764,1,349,1,At-Risk
JM-58653,162,1,58,2,At-Risk
JM-61951,118,3,286,2,At-Risk
JM-61952,13,5,596,2,At-Risk
JO-151451,70,4,993,2,At-Risk
JO-151452,276,7,2566,0,Loyal Customers
JO-151453,91,3,363,2,At-Risk
JO-151454,58,9,1125,0,Loyal Customers
JO-152801,15,7,1200,0,Loyal Customers
JO-152802,401,1,287,2,At-Risk
JO-152803,211,7,1479,0,Loyal Customers
JO-152804,93,6,1801,0,Loyal Customers
JO-155501,72,5,586,2,At-Risk
JO-155502,133,4,271,2,At-Risk
JO-155503,139,5,1041,2,At-Risk
JO-155504,216,5,540,2,At-Risk
JO-51451,260,3,613,2,At-Risk
JO-51452,6,3,71,2,At-Risk
JO-52801,20,4,412,2,At-Risk
JO-55501,13,4,1140,2,At-Risk
JO-55502,78,5,419,2,At-Risk
JP-154601,81,6,1613,0,Loyal Customers
JP-154602,311,7,1033,0,Loyal Customers
JP-154603,37,6,480,2,At-Risk
JP-154604,38,7,1301,0,Loyal Customers
JP-155201,147,4,1699,2,At-Risk
JP-155202,206,7,1222,0,Loyal Customers
JP-155203,63,8,2716,0,Loyal Customers
JP-155204,9,7,1485,0,Loyal Customers
JP-161351,57,11,2321,0,Loyal Customers
JP-161352,192,10,1710,0,Loyal Customers
JP-161353,44,4,366,2,At-Risk
JP-161354,103,9,1544,0,Loyal Customers
JP-54601,387,1,56,2,At-Risk
JP-54602,189,1,29,2,At-Risk
JP-54603,420,8,1393,0,Loyal Customers
JP-55201,584,1,14,1,At-Risk
JP-55202,644,1,133,1,At-Risk
JP-55203,113,2,21,2,At-Risk
JP-61351,87,3,44,2,At-Risk
JP-61352,27,5,465,2,At-Risk
JR-156701,582,5,3289,3,Champions
JR-156702,13,8,3510,3,Champions
JR-156703,234,5,2042,0,Loyal Customers
JR-156704,594,2,1143,1,At-Risk
JR-157001,71,6,3424,3,Champions
JR-157002,8,3,654,2,At-Risk
JR-157003,80,8,1716,0,Loyal Customers
JR-157004,69,1,864,2,At-Risk
JR-162101,66,5,4677,3,Champions
JR-162102,19,7,881,0,Loyal Customers
JR-162103,106,4,999,2,At-Risk
JR-162104,34,5,1387,2,At-Risk
JR-56701,602,2,60,1,At-Risk
JR-56702,129,4,316,2,At-Risk
JR-57001,14,3,583,2,At-Risk
JR-57002,416,3,263,2,At-Risk
JR-62101,38,3,274,2,At-Risk
JR-62102,499,1,169,1,At-Risk
JR-62103,563,2,237,1,At-Risk
JS-155951,159,4,851,2,At-Risk
JS-155952,48,6,451,2,At-Risk
JS-155953,6,4,592,2,At-Risk
JS-155954,120,4,1106,2,At-Risk
JS-156851,41,7,1311,0,Loyal Customers
JS-156852,193,7,1031,0,Loyal Customers
JS-156853,156,8,1186,0,Loyal Customers
JS-156854,43,4,492,2,At-Risk
JS-158801,146,6,1972,0,Loyal Customers
JS-158802,12,6,1903,0,Loyal Customers
JS-158803,199,3,738,2,At-Risk
JS-158804,535,5,2267,1,At-Risk
JS-159401,1080,1,22,1,At-Risk
JS-159402,6,5,492,2,At-Risk
JS-159403,239,4,769,2,At-Risk
JS-159404,464,5,306,2,At-Risk
JS-160301,147,14,8498,3,Champions
JS-160302,141,7,423,0,Loyal Customers
JS-160303,22,5,838,2,At-Risk
JS-160304,29,6,985,0,Loyal Customers
JS-55951,1031,2,19,1,At-Risk
JS-55952,1218,1,138,1,At-Risk
JS-55953,680,3,103,1,At-Risk
JS-56851,143,2,263,2,At-Risk
JS-56852,276,3,1375,2,At-Risk
JS-58801,209,3,961,2,At-Risk
JS-58802,300,3,696,2,At-Risk
JS-59401,135,3,671,2,At-Risk
JS-59402,24,1,17,2,At-Risk
JS-59403,202,9,963,0,Loyal Customers
JS-60301,219,2,1061,2,At-Risk
JS-60302,703,1,66,1,At-Risk
JS-60303,870,1,19,1,At-Risk
JW-152201,13,11,6055,3,Champions
JW-152202,15,12,1920,0,Loyal Customers
JW-152203,17,5,288,2,At-Risk
JW-152204,43,6,644,0,Loyal Customers
JW-159551,82,8,2927,0,Loyal Customers
JW-159552,125,8,1654,0,Loyal Customers
JW-159553,133,7,512,0,Loyal Customers
JW-159554,6,7,779,0,Loyal Customers
JW-160751,2,9,1814,0,Loyal Customers
JW-160752,117,7,3150,3,Champions
JW-160753,261,5,597,2,At-Risk
JW-160754,462,4,162,2,At-Risk
JW-52201,187,2,368,2,At-Risk
JW-52202,101,4,1011,2,At-Risk
JW-59551,927,1,103,1,At-Risk
JW-59552,107,1,50,2,At-Risk
JW-60751,631,3,159,1,At-Risk
JW-60752,267,1,97,2,At-Risk
KA-165251,30,12,1793,0,Loyal Customers
KA-165252,17,9,3350,3,Champions
KA-165253,42,7,1054,0,Loyal Customers
KA-165254,37,7,1151,0,Loyal Customers
KA-65251,292,4,407,2,At-Risk
KA-65252,94,3,505,2,At-Risk
KB-162401,97,5,1669,0,Loyal Customers
KB-162402,34,8,663,0,Loyal Customers
KB-162403,6,7,711,0,Loyal Customers
KB-162404,5,7,1137,0,Loyal Customers
KB-163151,3,8,2024,0,Loyal Customers
KB-163152,69,7,960,0,Loyal Customers
KB-163153,933,5,1906,1,At-Risk
KB-163154,297,9,1097,0,Loyal Customers
KB-164051,20,11,1829,0,Loyal Customers
KB-164052,96,6,1663,0,Loyal Customers
KB-164053,42,8,314,0,Loyal Customers
KB-164054,118,3,138,2,At-Risk
KB-165851,253,6,3937,3,Champions
KB-165852,94,5,3169,0,Loyal Customers
KB-165853,541,4,358,1,At-Risk
KB-165854,231,12,1897,0,Loyal Customers
KB-166001,87,8,5172,3,Champions
KB-166002,87,4,506,2,At-Risk
KB-166003,2,6,1496,0,Loyal Customers
KB-166004,2,7,947,0,Loyal Customers
KB-62401,318,3,117,2,At-Risk
KB-62402,202,4,155,2,At-Risk
KB-63151,392,5,372,2,At-Risk
KB-63152,23,6,1048,0,Loyal Customers
KB-64051,388,3,184,2,At-Risk
KB-65851,372,2,217,2,At-Risk
KB-66001,10,6,438,2,At-Risk
KB-66002,856,1,29,1,At-Risk
KB-66003,64,4,487,2,At-Risk
KC-162551,62,8,639,0,Loyal Customers
KC-162552,45,3,846,2,At-Risk
KC-162553,62,10,1543,0,Loyal Customers
KC-162554,408,6,1568,0,Loyal Customers
KC-165401,43,6,3007,0,Loyal Customers
KC-165402,42,6,571,0,Loyal Customers
KC-165403,54,9,1498,0,Loyal Customers
KC-165404,98,4,561,2,At-Risk
KC-166751,3,4,1416,2,At-Risk
KC-166752,100,8,500,0,Loyal Customers
KC-166753,300,7,1235,0,Loyal Customers
KC-166754,58,4,750,2,At-Risk
KC-62551,540,3,594,1,At-Risk
KC-62552,58,5,153,2,At-Risk
KC-65401,38,3,147,2,At-Risk
KC-65402,34,4,168,2,At-Risk
KC-66751,721,1,19,1,At-Risk
KC-66752,20,2,273,2,At-Risk
KD-162701,37,9,3839,3,Champions
KD-162702,107,7,2331,0,Loyal Customers
KD-162703,40,8,2287,0,Loyal Customers
KD-162704,485,5,1100,2,At-Risk
KD-163451,210,4,372,2,At-Risk
KD-163452,132,4,1910,2,At-Risk
KD-163453,1393,1,201,1,At-Risk
KD-163454,42,6,1452,0,Loyal Customers
KD-164951,47,10,2677,0,Loyal Customers
KD-164952,56,10,5056,3,Champions
KD-164953,239,4,1317,2,At-Risk
KD-164954,113,12,519,0,Loyal Customers
KD-166151,444,4,546,2,At-Risk
KD-166152,126,7,5866,3,Champions
KD-166153,76,8,1215,0,Loyal Customers
KD-166154,290,5,718,2,At-Risk
KD-62701,812,1,800,1,At-Risk
KD-63451,58,4,332,2,At-Risk
KD-63452,76,2,173,2,At-Risk
KD-64951,399,2,113,2,At-Risk
KD-64952,713,2,304,1,At-Risk
KD-66151,187,3,205,2,At-Risk
KE-164201,150,13,1268,0,Loyal Customers
KE-164202,427,4,416,2,At-Risk
KE-164203,117,6,3318,3,Champions
KE-164204,27,8,522,0,Loyal Customers
KE-64201,252,3,498,2,At-Risk
KE-64202,1281,1,12,1,At-Risk
KF-162851,49,3,349,2,At-Risk
KF-162852,38,6,1142,0,Loyal Customers
KF-162853,479,5,386,2,At-Risk
KF-162854,98,7,597,0,Loyal Customers
KF-62851,776,3,233,1,At-Risk
KF-62852,33,6,667,0,Loyal Customers
KH-163301,17,11,6718,3,Champions
KH-163302,437,4,647,2,At-Risk
KH-163303,426,3,563,2,At-Risk
KH-163304,41,8,1534,0,Loyal Customers
KH-163601,51,8,1994,0,Loyal Customers
KH-163602,175,4,244,2,At-Risk
KH-163603,6,10,754,0,Loyal Customers
KH-163604,2,6,115,2,At-Risk
KH-165101,145,8,1271,0,Loyal Customers
KH-165102,37,7,1051,0,Loyal Customers
KH-165103,226,4,157,2,At-Risk
KH-165104,23,7,269,0,Loyal Customers
KH-166301,44,4,232,2,At-Risk
KH-166302,9,8,770,0,Loyal Customers
KH-166303,28,6,173,2,At-Risk
KH-166304,59,9,302,0,Loyal Customers
KH-166901,134,11,2129,0,Loyal Customers
KH-166902,103,14,3147,3,Champions
KH-166903,36,7,1770,0,Loyal Customers
KH-166904,3,7,1029,0,Loyal Customers
KH-63301,103,6,661,0,Loyal Customers
KH-63302,20,7,245,0,Loyal Customers
KH-63601,119,4,1153,2,At-Risk
KH-63602,101,3,442,2,At-Risk
KH-65101,16,5,1065,2,At-Risk
KH-65102,502,2,72,1,At-Risk
KH-66301,938,1,340,1,At-Risk
KH-66302,327,4,290,2,At-Risk
KH-66901,239,3,299,2,At-Risk
