"customer_id","first_purchase_year"
"KN-167051",2011
"JM-52501",2012
"MW-182351",2011
"GH-144251",2011
"HW-149352",2011
"JR-56702",2012
"AG-2701",2011
"MS-177703",2011
"IG-150853",2011
"LT-67651",2012
"TG-213104",2012
"RP-98552",2012
"GA-147254",2011
"LC-170503",2011
"BE-113354",2013
"TS-211604",2011
"AC-106152",2013
"JW-159553",2011
"LC-71401",2014
"PW-190301",2011
"DL-133301",2011
"JO-155502",2011
"KD-162702",2011
"TZ-114453",2012
"NF-183854",2011
"JK-153704",2011
"LC-169601",2011
"EK-137953",2014
"EM-139604",2012
"LH-169001",2011
"BG-116951",2012
"JD-57901",2012
"MC-176054",2011
"MP-174704",2011
"EM-138254",2011
"NF-185951",2011
"DM-29552",2013
"NR-185502",2011
"AG-3901",2011
"AS-6302",2012
"EH-140051",2011
"NF-83853",2012
"PK-189102",2011
"CC-125504",2014
"MH-76201",2013
"MF-176652",2011
"GH-144851",2011
"EK-37952",2012
"MR-175454",2011
"PK-189103",2012
"VT-217004",2011
"PK-90752",2013
"JW-160751",2011
"CS-21301",2011
"DW-135402",2011
"AW-109302",2011
"AG-109001",2011
"MC-175754",2011
"BE-114102",2012
"AB-101504",2011
"IM-150552",2011
"AA-3753",2011
"SP-106501",2012
"MC-176052",2011
"BP-10501",2011
"CM-18152",2013
"RD-194802",2011
"NP-187001",2011
"GA-147253",2011
"MP-179654",2012
"TB-213551",2011
"SZ-200351",2011
"AH-100753",2011
"MC-178454",2011
"AH-105853",2011
"MP-179653",2011
"LB-67951",2011
"SB-201702",2011
"PT-190901",2012
"LC-168851",2011
"SL-101552",2012
"HJ-148753",2011
"DW-134804",2011
"BF-112752",2011
"KB-162402",2011
"MA-175601",2011
"PG-188952",2011
"AA-106451",2011
"NH-86102",2012
"TR-213253",2011
"FH-43502",2011
"DO-34351",2011
"SP-106502",2012
"SC-203051",2012
"BG-110351",2011
"AG-6751",2011
"KH-165101",2012
"KN-167054",2011
"CS-121301",2011
"IM-50552",2012
"SP-205451",2011
"MH-174403",2011
"BW-111103",2011
"Co-26401",2011
"AF-8703",2012
"AS-2253",2011
"DB-136602",2011
"HG-148452",2011
"JB-160001",2012
"HR-48301",2014
"LC-169604",2012
"RK-93002",2012
"MZ-173352",2012
"LB-167954",2011
"BD-13202",2013
"MC-78452",2012
"GH-46653",2011
"JH-154302",2012
"AH-4651",2011
"TS-212053",2011
"OT-87301",2011
"TP-115652",2011
"PP-189554",2011
"NS-185054",2013
"BT-113954",2011
"LS-169751",2012
"JB-60452",2011
"AZ-107502",2012
"VP-117602",2013
"MK-179054",2011
"BM-117854",2011
"ER-38552",2011
"AS-901",2011
"JS-56851",2013
"MO-175002",2012
"FC-42452",2011
"DM-135252",2012
"MG-81451",2012
"TT-210704",2011
"JH-59102",2012
"KA-65252",2012
"FM-143801",2011
"AG-103003",2011
"CC-124302",2013
"AM-3601",2012
"BD-115601",2011
"BF-110203",2012
"JL-151752",2012
"MH-180253",2011
"AJ-9451",2011
"BD-117702",2011
"KE-164202",2012
"AB-6001",2014
"AH-100752",2011
"CS-22501",2011
"GZ-145454",2011
"JD-158954",2011
"AR-103453",2011
"MM-79202",2014
"AC-6152",2011
"JG-58052",2011
"MH-77851",2011
"GK-146204",2011
"MC-81001",2011
"AA-104803",2012
"CD-119802",2011
"FO-43052",2011
"CM-26552",2011
"NC-184152",2011
"ST-205302",2012
"BT-115304",2011
"AS-100451",2011
"CP-23402",2012
"BD-116354",2011
"DS-130303",2011
"LC-70502",2014
"DO-36451",2014
"CB-124154",2012
"EM-140954",2012
"ML-73951",2012
"AG-105252",2011
"HR-47702",2014
"EM-138253",2011
"DB-136153",2011
"LW-169903",2012
"AP-109152",2011
"HE-148001",2011
"AB-101501",2013
"MA-179952",2012
"KA-165253",2011
"JK-57302",2011
"MC-81301",2013
"JK-157302",2012
"PL-189251",2011
"TS-216553",2012
"EP-139154",2011
"PO-88651",2011
"AR-104051",2011
"FH-142753",2011
"JR-62101",2012
"TS-212051",2012
"RB-193604",2013
"RS-197654",2011
"BG-116953",2011
"VB-217451",2013
"MK-81603",2011
"SG-104702",2012
"FM-142151",2011
"LC-169302",2011
"SF-209653",2013
"KH-166301",2012
"BT-13051",2012
"RS-94202",2012
"CD-122802",2012
"JB-160453",2011
"JB-160452",2011
"BF-112751",2012
"HW-149354",2012
"AH-104653",2011
"DN-136901",2011
"VF-217151",2011
"FC-43352",2012
"JR-157004",2014
"KH-166904",2011
"RM-193752",2011
"JL-155052",2011
"AJ-109603",2013
"JL-155051",2012
"AR-108253",2011
"DA-134501",2011
"BF-110802",2013
"GH-46651",2011
"TC-215352",2012
"CV-122954",2011
"JE-154752",2011
"JH-54301",2012
"RH-196004",2012
"CW-119054",2011
"JK-56251",2011
"KD-64952",2011
"VW-217751",2011
"DM-129553",2012
"SN-207102",2012
"Dp-132401",2011
"DV-134652",2012
"GM-145002",2012
"KH-166901",2011
"JM-155351",2011
"TP-115651",2013
"EG-139002",2012
"CC-126103",2011
"BW-10651",2012
"JK-52051",2011
"LS-169454",2012
"MO-175001",2012
"SL-101553",2011
"SK-199903",2011
"CS-123553",2011
"JP-54602",2014
"JL-51752",2011
"MS-173652",2012
"TA-213852",2012
"TC-209802",2011
"FM-142904",2011
"CA-119653",2011
"KC-165402",2012
"SF-209651",2011
"EH-141853",2011
"NC-185353",2014
"BF-12751",2011
"SW-207554",2011
"CS-118454",2011
"BK-12602",2011
"TH-111153",2014
"HH-150101",2011
"MV-174852",2012
"CS-18452",2011
"HZ-149503",2011
"NP-86702",2012
"JF-152954",2011
"DV-34651",2014
"JH-58201",2011
"LH-69002",2011
"SM-203204",2011
"KL-166451",2011
"MT-178151",2011
"SF-202003",2011
"ML-180402",2011
"KB-163154",2011
"SC-103052",2014
"DN-36901",2012
"SM-209053",2011
"ST-105302",2013
"FW-43951",2011
"LS-169752",2011
"AT-107352",2012
"LS-169753",2011
"JP-54601",2013
"BH-117102",2012
"PJ-190154",2011
"ON-187154",2011
"Co-126402",2011
"CD-27901",2011
"NS-186403",2011
"SC-207704",2012
"AH-6901",2011
"LW-168254",2011
"EB-137051",2011
"RA-198854",2011
"FC-42451",2011
"RB-96452",2011
"JS-159402",2011
"DL-134951",2011
"GA-145153",2012
"CS-118602",2011
"KB-66001",2011
"AF-108852",2011
"CA-23102",2011
"JH-54303",2013
"EM-138103",2011
"JD-160152",2011
"LH-171552",2011
"BF-110202",2012
"AM-3602",2012
"GT-147103",2011
"NP-83253",2012
"CB-120251",2011
"CR-26252",2014
"AH-752",2014
"VM-118351",2011
"MG-176804",2011
"AJ-7951",2011
"SW-204554",2012
"MA-179951",2011
"RD-98102",2013
"RP-92702",2011
"CR-128203",2011
"JE-157153",2011
"FO-143054",2011
"GW-146052",2013
"JC-157752",2011
"VG-217902",2013
"LP-70951",2014
"HA-49052",2013
"CS-21302",2012
"JH-159103",2012
"JS-158804",2011
"SC-203054",2011
"CD-127901",2011
"SM-109502",2011
"BD-15001",2011
"CS-122501",2011
"BD-115002",2011
"RD-199303",2011
"LR-70352",2011
"JK-156252",2012
"MG-82051",2012
"JP-161353",2011
"DP-130001",2011
"PC-187454",2011
"TP-215652",2011
"RR-193152",2011
"OT-187304",2012
"CB-24152",2011
"SL-201554",2011
"DH-130754",2011
"MG-178901",2011
"RD-197201",2011
"JK-160904",2012
"MV-181901",2011
"HE-148002",2011
"ME-73201",2011
"JH-161804",2012
"LW-171252",2011
"JF-155654",2011
"BF-110054",2011
"EC-140502",2011
"GM-144401",2011
"TP-211302",2012
"NK-184904",2012
"MC-174252",2011
"JO-152804",2011
"GB-145753",2011
"BT-115302",2011
"DP-131052",2011
"EL-137353",2012
"LH-170203",2012
"DV-130453",2011
"DD-135701",2014
"NR-185501",2011
"CC-123701",2011
"JL-151301",2011
"BE-114554",2012
"JL-158504",2011
"NW-184001",2011
"SC-208453",2011
"CJ-18752",2012
"RW-95402",2011
"JF-55651",2013
"TC-214752",2011
"LB-67352",2012
"LR-69151",2011
"GT-47553",2013
"GG-46502",2014
"EB-41101",2012
"HF-49952",2011
"HE-48002",2012
"SS-104101",2013
"RE-94052",2013
"SC-200204",2011
"JM-156554",2011
"EN-37802",2012
"MW-82201",2011
"EM-140651",2012
"LL-68401",2011
"GT-147553",2013
"MH-72901",2012
"CR-127302",2012
"DK-130901",2011
"EH-139453",2011
"BS-16652",2011
"PS-190453",2011
"KL-65551",2012
"GW-146053",2012
"AC-104501",2011
"JM-161953",2012
"JF-151902",2011
"KN-64502",2012
"JE-57452",2011
"ER-138553",2011
"MG-182053",2011
"HM-48601",2011
"PW-192401",2011
"BT-14401",2013
"GM-146801",2011
"FH-143652",2011
"DH-130752",2011
"TM-110102",2014
"NM-185202",2012
"PH-187904",2014
"RB-197953",2011
"KL-166452",2011
"TB-115952",2013
"MH-174553",2011
"EH-39452",2011
"PS-87602",2011
"KN-167052",2011
"SO-203353",2011
"RD-198103",2012
"CJ-120104",2013
"BO-114252",2011
"PA-190601",2011
"SA-208302",2011
"SP-208603",2011
"DJ-134203",2012
"JR-162102",2012
"DW-135851",2011
"NF-184751",2011
"DB-36601",2014
"MY-73801",2011
"BN-114702",2013
"AZ-7501",2011
"AB-101654",2011
"TH-215504",2011
"SC-203801",2011
"CC-122201",2012
"RL-196152",2012
"BV-112451",2012
"SC-206802",2011
"LB-167953",2011
"JM-158654",2011
"ME-180103",2012
"EM-38253",2011
"ME-173204",2011
"NC-185351",2011
"CC-121002",2011
"GA-145152",2011
"CT-119951",2011
"DM-129551",2011
"FC-143353",2011
"RK-93001",2013
"TG-216402",2011
"PK-89101",2012
"JD-158951",2012
"RD-199002",2013
"WB-218501",2011
"ND-184602",2011
"CD-119804",2013
"VG-118051",2014
"MS-177103",2011
"HG-149654",2011
"CA-127752",2012
"FM-143803",2011
"MH-74402",2011
"SG-108901",2012
"CR-125801",2011
"CM-122351",2011
"RD-195852",2011
"SV-208151",2011
"EM-138251",2011
"LM-70652",2014
"AS-101351",2011
"TW-210251",2011
"SS-101403",2012
"KD-163452",2013
"NM-184451",2011
"JH-159104",2012
"MC-181004",2011
"CG-120401",2011
"LM-70651",2012
"EB-37051",2012
"AD-101801",2012
"JE-57451",2012
"SE-201104",2011
"NM-185203",2012
"HH-150104",2011
"DK-129854",2011
"KC-65401",2013
"DK-128351",2011
"PB-188053",2012
"BM-116501",2013
"AB-101053",2011
"KS-163002",2011
"JL-155054",2011
"PT-190904",2011
"SP-206503",2013
"TB-215954",2011
"SG-100803",2011
"SW-102751",2014
"JA-159702",2011
"JP-155204",2011
"DM-130154",2011
"SW-204551",2011
"DK-128951",2013
"HJ-148752",2011
"SM-203201",2011
"CC-126101",2011
"MG-176954",2011
"MT-180703",2011
"ML-173953",2012
"PM-189401",2011
"AG-105253",2013
"KS-163003",2011
"BD-16201",2011
"MH-176203",2011
"MC-181001",2011
"JC-153852",2012
"CS-121303",2012
"DP-130002",2011
"JM-152653",2011
"PB-88052",2011
"DK-131501",2011
"PJ-90152",2011
"LP-70801",2011
"PF-191652",2011
"AC-104502",2011
"GH-44101",2012
"AB-151",2012
"SS-201402",2011
"AJ-109601",2013
"JR-156703",2013
"DM-30151",2014
"MY-182954",2011
"MC-75751",2012
"NG-183551",2013
"GZ-144701",2012
"SB-202904",2011
"PO-88653",2011
"AJ-107953",2011
"RD-94802",2014
"EB-141104",2012
"SJ-202154",2012
"LF-171854",2011
"KM-162251",2011
"RS-198704",2013
"EL-137352",2011
"NH-86101",2014
"JE-61652",2013
"RB-93302",2013
"TB-210551",2011
"JL-158352",2012
"EM-141402",2011
"MH-174552",2011
"MS-173654",2011
"MP-81752",2012
"FP-143203",2012
"LS-172304",2011
"MT-178153",2011
"EG-139001",2013
"JM-61951",2012
"CK-127602",2012
"EM-38252",2012
"AC-104201",2012
"SC-100501",2011
"JR-162104",2012
"PN-87751",2011
"PB-192103",2011
"MS-179803",2011
"RB-94651",2011
"CK-125954",2011
"AW-9302",2013
"MH-76202",2012
"AG-102704",2011
"CM-122353",2013
"SC-206951",2011
"RD-195851",2011
"BD-117701",2011
"TB-115201",2012
"AH-100751",2011
"RW-95401",2013
"PM-189404",2011
"ML-173952",2011
"EB-139753",2011
"BT-113953",2013
"VG-217903",2011
"CT-119954",2011
"TD-209953",2012
"PS-89702",2011
"JE-54752",2011
"LA-167802",2011
"MF-182501",2011
"BS-113802",2011
"TP-214151",2011
"AG-107653",2012
"BF-110052",2011
"MA-175602",2011
"DB-29702",2012
"JH-159851",2011
"TB-211754",2011
"BG-17402",2014
"EB-139302",2012
"BP-112904",2011
"CS-22502",2013
"DB-131204",2012
"CS-24002",2012
"BS-116654",2011
"ZD-219251",2011
"LL-68402",2011
"SC-104401",2011
"VT-117002",2012
"GH-144253",2011
"SV-103652",2012
"PO-191952",2012
"NS-186402",2012
"CK-27601",2012
"RB-197954",2011
"DB-129102",2011
"DG-133004",2011
"MS-177101",2012
"AS-101353",2013
"KM-163751",2011
"JD-160604",2011
"PM-89402",2011
"RS-97651",2011
"MM-82801",2011
"HZ-149504",2013
"RM-196751",2012
"DP-131651",2011
"SM-203202",2013
"HF-149951",2011
"CV-122953",2011
"SP-209203",2011
"RD-94801",2013
"AG-105254",2011
"Co-26402",2013
"ES-40802",2011
"EM-140653",2012
"BE-114103",2011
"DJ-35103",2013
"BS-115904",2011
"RW-96302",2013
"VS-218204",2011
"GM-46952",2011
"YS-218801",2013
"JS-158802",2012
"MD-73501",2011
"JL-58502",2011
"EH-41252",2011
"EB-39751",2011
"AA-4801",2011
"LC-168703",2011
"EK-137951",2012
"GA-147251",2011
"MB-80851",2011
"PF-191202",2011
"NS-85051",2013
"SC-106951",2012
"MY-173802",2012
"HG-49653",2012
"JM-152652",2011
"KH-166304",2011
"MS-178301",2012
"PV-89852",2014
"DS-130301",2011
"CA-23101",2011
"AG-103904",2011
"PB-188052",2011
"SJ-205002",2011
"SR-104251",2013
