"customer_id","active_years"
"VB-117452","2"
"VB-217451","2"
"VB-217452","3"
"VB-217453","3"
"VB-217454","3"
"VD-116701","2"
"VD-116702","3"
"VD-216701","3"
"VD-216702","3"
"VD-216703","2"
"VD-216704","3"
"VF-117151","2"
"VF-117152","2"
"VF-217151","4"
"VF-217152","2"
"VF-217153","3"
"VF-217154","2"
"VG-117901","2"
"VG-118052","2"
"VG-217901","4"
"VG-217902","2"
"VG-217903","4"
"VG-217904","3"
"VG-218051","4"
"VG-218052","3"
"VG-218053","4"
"VG-218054","3"
"VM-116851","2"
"VM-116852","2"
"VM-118351","2"
"VM-216851","4"
"VM-216852","2"
"VM-216853","4"
"VM-216854","4"
"VM-218351","3"
"VM-218352","4"
"VM-218354","3"
"VP-117601","2"
"VP-217301","4"
"VP-217302","4"
"VP-217303","4"
"VP-217304","2"
"VP-217601","3"
"VP-217602","3"
"VP-217603","4"
"VP-217604","4"
"VS-118201","2"
"VS-118202","3"
"VS-218201","4"
"VS-218202","3"
"VS-218203","2"
"VS-218204","4"
"VT-117001","3"
"VT-117002","3"
"VT-217001","4"
"VT-217002","4"
"VT-217003","2"
"VT-217004","2"
"VW-117752","2"
"VW-217751","4"
"VW-217752","3"
"VW-217753","3"
"VW-217754","4"
"WB-218501","4"
"WB-218502","4"
"WB-218503","3"
"WB-218504","4"
"XP-118651","2"
"XP-218651","4"
"XP-218652","3"
"XP-218653","3"
"XP-218654","4"
"YC-118951","3"
"YC-218951","2"
"YC-218952","4"
"YC-218953","2"
"YC-218954","4"
"YS-118801","2"
"YS-118802","2"
"YS-218801","2"
"YS-218802","3"
"YS-218803","4"
"YS-218804","2"
"ZC-219101","3"
"ZC-219102","4"
"ZC-219103","3"
"ZC-219104","4"
"ZD-119251","2"
"ZD-119252","3"
"ZD-219251","3"
"ZD-219252","3"
"ZD-219253","3"
"ZD-219254","3"
